case_id,submitted_at,department,jurisdiction,case_type,description,risk_level
CASE001452,2025-08-19T19:00:00,SupplyChain,UAE,ingredient_change,Need approval for a new claim on packaging.,medium
CASE001453,2025-07-15T09:00:00,SupplyChain,EG,complaint_response,Ad copy includes before/after images.,medium
CASE001454,2025-07-14T17:00:00,Sales,KSA,ad_copy,Customer data request processing guidance.,medium
CASE001455,2025-07-10T21:00:00,SupplyChain,EG,ingredient_change,Need response template for complaint.,low
CASE001456,2025-12-31T01:00:00,Sales,KSA,ad_copy,Need response template for complaint.,low
CASE001457,2025-01-31T15:00:00,SupplyChain,EG,data_request,Ad copy includes before/after images.,medium
CASE001458,2025-01-13T02:00:00,SupplyChain,KSA,ingredient_change,Ingredient substitution due to supplier shortage.,medium
CASE001459,2025-12-24T13:00:00,IT,EG,label_change,Customer data request processing guidance.,medium
CASE001460,2025-10-09T05:00:00,SupplyChain,EG,label_change,Ad copy includes before/after images.,medium
CASE001461,2025-11-14T09:00:00,SupplyChain,UAE,data_request,Ad copy includes before/after images.,medium
CASE001462,2025-09-22T17:00:00,Marketing,EG,complaint_response,Ad copy includes before/after images.,medium
CASE001463,2025-07-31T18:00:00,Sales,KSA,ingredient_change,Customer data request processing guidance.,low
CASE001464,2025-02-09T21:00:00,SupplyChain,KSA,complaint_response,Customer data request processing guidance.,high
CASE001465,2025-05-28T21:00:00,Sales,EG,ingredient_change,Customer data request processing guidance.,medium
CASE001466,2025-06-01T01:00:00,Sales,EU,complaint_response,Customer data request processing guidance.,medium
CASE001467,2025-10-10T19:00:00,SupplyChain,KSA,ingredient_change,Need approval for a new claim on packaging.,high
CASE001468,2025-09-01T11:00:00,SupplyChain,UAE,label_change,Ad copy includes before/after images.,low
CASE001469,2025-03-17T09:00:00,HR,UAE,ingredient_change,Need approval for a new claim on packaging.,low
CASE001470,2025-03-23T22:00:00,IT,UAE,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE001471,2025-01-28T06:00:00,SupplyChain,EG,ad_copy,Ad copy includes before/after images.,high
CASE001472,2025-10-09T23:00:00,Marketing,EU,ad_copy,Customer data request processing guidance.,low
CASE001473,2025-07-06T10:00:00,SupplyChain,EG,complaint_response,Customer data request processing guidance.,high
CASE001474,2025-10-29T11:00:00,IT,KSA,complaint_response,Customer data request processing guidance.,medium
CASE001475,2025-09-01T23:00:00,Marketing,EU,ad_copy,Need approval for a new claim on packaging.,low
CASE001476,2025-02-11T21:00:00,Sales,KSA,complaint_response,Customer data request processing guidance.,medium
CASE001477,2025-01-26T20:00:00,Marketing,UAE,label_change,Ad copy includes before/after images.,medium
CASE001478,2025-02-22T09:00:00,Sales,UAE,label_change,Need response template for complaint.,low
CASE001479,2025-01-12T06:00:00,Marketing,EU,ad_copy,Ad copy includes before/after images.,high
CASE001480,2025-04-04T01:00:00,Sales,UAE,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE001481,2025-11-29T12:00:00,Sales,KSA,ingredient_change,Ad copy includes before/after images.,high
CASE001482,2025-04-08T15:00:00,Sales,KSA,data_request,Customer data request processing guidance.,low
CASE001483,2025-02-13T08:00:00,Sales,UAE,ingredient_change,Ad copy includes before/after images.,low
CASE001484,2025-08-03T01:00:00,SupplyChain,KSA,ingredient_change,Ad copy includes before/after images.,low
CASE001485,2025-01-13T13:00:00,HR,UAE,ingredient_change,Need approval for a new claim on packaging.,low
CASE001486,2025-09-16T22:00:00,HR,KSA,complaint_response,Need response template for complaint.,low
CASE001487,2025-06-02T08:00:00,HR,EU,label_change,Ad copy includes before/after images.,low
CASE001488,2025-07-28T17:00:00,HR,UAE,ad_copy,Ingredient substitution due to supplier shortage.,low
CASE001489,2025-08-03T12:00:00,Marketing,EG,label_change,Ad copy includes before/after images.,high
CASE001490,2025-03-07T11:00:00,SupplyChain,EU,complaint_response,Need response template for complaint.,high
CASE001491,2025-05-31T13:00:00,IT,EG,data_request,Need response template for complaint.,low
CASE001492,2025-08-01T22:00:00,Sales,EU,data_request,Need response template for complaint.,high
CASE001493,2025-09-27T15:00:00,IT,KSA,ingredient_change,Need response template for complaint.,low
CASE001494,2025-02-25T06:00:00,HR,EG,label_change,Need response template for complaint.,low
CASE001495,2025-07-14T11:00:00,SupplyChain,UAE,data_request,Need approval for a new claim on packaging.,high
CASE001496,2025-03-18T13:00:00,SupplyChain,EU,data_request,Need response template for complaint.,medium
CASE001497,2025-10-28T08:00:00,Sales,EU,ad_copy,Need approval for a new claim on packaging.,medium
CASE001498,2025-01-27T06:00:00,SupplyChain,EU,ad_copy,Ad copy includes before/after images.,medium
CASE001499,2025-11-20T14:00:00,Sales,EG,ad_copy,Ad copy includes before/after images.,high
CASE001500,2025-06-04T18:00:00,IT,EU,ingredient_change,Need approval for a new claim on packaging.,medium
